"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"ABSCOR"
"351"	"Macrophages.M2"	"V1185"	0.122818288	1.25e-37	0.122818288
"352"	"Dendritic.cells.activated"	"V1069"	-0.122700699	1.47e-37	0.122700699
"353"	"Macrophages.M2"	"V1043"	-0.122494225	1.95e-37	0.122494225
"354"	"NK.cells.resting"	"V486"	-0.122	2.05e-37	0.12245513
"355"	"T.cells.CD4.memory.resting"	"V1132"	-0.122	2.19e-37	0.122405773
"356"	"Macrophages.M1"	"V1043"	-0.122373677	2.29e-37	0.122373677
"357"	"Dendritic.cells.activated"	"V754"	0.122372445	2.29e-37	0.122372445
"358"	"B.cells.naive"	"V455"	0.122361022	2.33e-37	0.122361022
"359"	"Macrophages.M0"	"V1043"	-0.12223629	2.76e-37	0.12223629
"360"	"Macrophages.M0"	"V923"	0.122180879	2.97e-37	0.122180879
"361"	"Macrophages.M0"	"V839"	-0.122175331	2.99e-37	0.122175331
"362"	"Macrophages.M1"	"V896"	0.121838432	4.71e-37	0.121838432
"363"	"T.cells.CD4.memory.activated"	"V668"	-0.122	6.15e-37	0.121640243
"364"	"T.cells.CD8"	"V291"	0.122	6.93e-37	0.121551281
"365"	"T.cells.follicular.helper"	"V1069"	-0.121	7.83e-37	0.121460541
"366"	"Macrophages.M1"	"V252"	-0.121312159	9.56e-37	0.121312159
"367"	"T.cells.CD4.memory.resting"	"V253"	0.121	1.23e-36	0.121120871
"368"	"Macrophages.M1"	"V1119"	-0.121039439	1.38e-36	0.121039439
"369"	"T.cells.CD8"	"V1313"	-0.121	1.59e-36	0.120929459
"370"	"B.cells.naive"	"V756"	0.120899637	1.66e-36	0.120899637
"371"	"NK.cells.activated"	"V1116"	-0.120595681	2.49e-36	0.120595681
"372"	"T.cells.CD4.memory.resting"	"V487"	-0.121	2.62e-36	0.120555712
"373"	"T.cells.follicular.helper"	"V1224"	-0.121	2.67e-36	0.120544093
"374"	"T.cells.CD8"	"V669"	-0.12	3.76e-36	0.120285387
"375"	"T.cells.CD8"	"V1116"	-0.12	5.81e-36	0.119957428
"376"	"Eosinophils"	"V986"	-0.119831819	6.86e-36	0.119831819
"377"	"Dendritic.cells.activated"	"V895"	-0.119650061	8.72e-36	0.119650061
"378"	"B.cells.naive"	"V1233"	-0.12	1.02e-35	0.119533118
"379"	"T.cells.CD4.memory.resting"	"V609"	-0.119	1.8e-35	0.119100171
"380"	"NK.cells.resting"	"V1164"	0.119	1.85e-35	0.119078488
"381"	"NK.cells.resting"	"V896"	0.119	1.85e-35	0.119077685
"382"	"T.cells.follicular.helper"	"V986"	-0.119	2.54e-35	0.118838044
"383"	"T.cells.regulatory..Tregs."	"V659"	0.119	2.86e-35	0.118748666
"384"	"Macrophages.M0"	"V169"	-0.118488523	4.02e-35	0.118488523
"385"	"Macrophages.M0"	"V1185"	0.118468914	4.12e-35	0.118468914
"386"	"Mast.cells.resting"	"V926"	-0.118293032	5.18e-35	0.118293032
"387"	"T.cells.follicular.helper"	"V518"	-0.118	6.03e-35	0.118177175
"388"	"Dendritic.cells.resting"	"V467"	0.118138935	6.34e-35	0.118138935
"389"	"Dendritic.cells.activated"	"V366"	0.118131981	6.4e-35	0.118131981
"390"	"T.cells.regulatory..Tregs."	"V960"	0.118	6.64e-35	0.118103244
"391"	"Macrophages.M0"	"V896"	0.118088589	6.77e-35	0.118088589
"392"	"T.cells.follicular.helper"	"V659"	0.118	8.69e-35	0.117896746
"393"	"Mast.cells.resting"	"V567"	0.117715739	1.1e-34	0.117715739
"394"	"B.cells.naive"	"V486"	-0.117577212	1.32e-34	0.117577212
"395"	"T.cells.CD8"	"V486"	-0.117	1.78e-34	0.117346448
"396"	"Macrophages.M1"	"V668"	-0.116940898	3e-34	0.116940898
"397"	"Dendritic.cells.activated"	"V269"	-0.116612611	4.58e-34	0.116612611
"398"	"Plasma.cells"	"V1108"	0.117	4.83e-34	0.116571817
"399"	"Macrophages.M1"	"V1205"	0.116524519	5.13e-34	0.116524519
"400"	"Macrophages.M0"	"V888"	-0.116361571	6.32e-34	0.116361571
"401"	"Macrophages.M2"	"V1378"	-0.116270873	7.1e-34	0.116270873
"402"	"Macrophages.M2"	"V1170"	-0.115857395	1.21e-33	0.115857395
"403"	"Neutrophils"	"V1061"	-0.115525362	1.84e-33	0.115525362
"404"	"B.cells.memory"	"V360"	-0.115	1.99e-33	0.115467005
"405"	"T.cells.CD8"	"V1326"	0.115	2.05e-33	0.115441671
"406"	"T.cells.follicular.helper"	"V1170"	-0.115	2.71e-33	0.115222021
"407"	"T.cells.regulatory..Tregs."	"V661"	0.115	2.79e-33	0.115200945
"408"	"T.cells.CD4.memory.activated"	"V1002"	-0.115	3.35e-33	0.115056023
"409"	"NK.cells.resting"	"V1185"	0.115	4.1e-33	0.114896632
"410"	"Eosinophils"	"V131"	-0.114871522	4.23e-33	0.114871522
"411"	"Mast.cells.resting"	"V486"	-0.114805124	4.6e-33	0.114805124
"412"	"T.cells.regulatory..Tregs."	"V139"	-0.115	5.82e-33	0.114620394
"413"	"Macrophages.M1"	"V1204"	-0.114404956	7.64e-33	0.114404956
"414"	"T.cells.regulatory..Tregs."	"V668"	-0.114	7.65e-33	0.114403911
"415"	"Macrophages.M2"	"V1064"	-0.114401496	7.67e-33	0.114401496
"416"	"T.cells.follicular.helper"	"V143"	0.114	1.31e-32	0.113976053
"417"	"B.cells.naive"	"V895"	-0.113907104	1.43e-32	0.113907104
"418"	"T.cells.CD4.memory.resting"	"V593"	0.114	2.17e-32	0.113574255
"419"	"T.cells.CD4.memory.resting"	"V220"	0.113	2.47e-32	0.113471077
"420"	"Mast.cells.resting"	"V833"	-0.113392245	2.73e-32	0.113392245
"421"	"Macrophages.M1"	"V295"	0.112975814	4.59e-32	0.112975814
"422"	"Macrophages.M0"	"V758"	0.112736452	6.18e-32	0.112736452
"423"	"Dendritic.cells.resting"	"V1366"	0.112486438	8.43e-32	0.112486438
"424"	"Macrophages.M0"	"V1164"	0.112437248	8.96e-32	0.112437248
"425"	"T.cells.follicular.helper"	"V487"	-0.112	9.87e-32	0.112358956
"426"	"Plasma.cells"	"V881"	-0.112	1.66e-31	0.11194044
"427"	"Macrophages.M1"	"V1132"	-0.111716806	2.18e-31	0.111716806
"428"	"T.cells.regulatory..Tregs."	"V163"	-0.112	2.45e-31	0.111622359
"429"	"Macrophages.M1"	"V888"	-0.111555751	2.66e-31	0.111555751
"430"	"Macrophages.M0"	"V630"	-0.111472344	2.95e-31	0.111472344
"431"	"Mast.cells.activated"	"V756"	0.111425778	3.12e-31	0.111425778
"432"	"Monocytes"	"V305"	0.111369499	3.35e-31	0.111369499
"433"	"Macrophages.M2"	"V758"	0.111121825	4.54e-31	0.111121825
"434"	"T.cells.CD4.memory.resting"	"V485"	0.111	6.79e-31	0.110792682
"435"	"B.cells.naive"	"V146"	0.110744625	7.2e-31	0.110744625
"436"	"T.cells.CD4.naive"	"V1326"	0.111	7.98e-31	0.11065976
"437"	"Macrophages.M2"	"V487"	-0.110567092	8.94e-31	0.110567092
"438"	"Macrophages.M1"	"V1164"	0.110377151	1.13e-30	0.110377151
"439"	"Macrophages.M0"	"V747"	-0.110358359	1.15e-30	0.110358359
"440"	"Macrophages.M0"	"V8"	0.110328436	1.2e-30	0.110328436
"441"	"Macrophages.M2"	"V1303"	-0.110113664	1.55e-30	0.110113664
"442"	"Macrophages.M0"	"V609"	-0.110099424	1.58e-30	0.110099424
"443"	"Macrophages.M0"	"V143"	0.109739272	2.44e-30	0.109739272
"444"	"B.cells.memory"	"V738"	0.11	2.6e-30	0.109687921
"445"	"Neutrophils"	"V360"	-0.109603981	2.88e-30	0.109603981
"446"	"Macrophages.M2"	"V1155"	0.109598287	2.9e-30	0.109598287
"447"	"NK.cells.resting"	"V169"	-0.109	4.01e-30	0.109330076
"448"	"T.cells.CD4.memory.resting"	"V949"	0.109	4.34e-30	0.109263042
"449"	"T.cells.CD4.memory.resting"	"V895"	-0.109	4.8e-30	0.109180661
"450"	"T.cells.regulatory..Tregs."	"V1132"	-0.109	5.55e-30	0.109059544
"451"	"Macrophages.M2"	"V486"	-0.108984255	6.07e-30	0.108984255
"452"	"T.cells.CD4.memory.activated"	"V252"	-0.109	7.29e-30	0.108831844
"453"	"T.cells.CD4.memory.activated"	"V738"	0.109	7.89e-30	0.108765841
"454"	"NK.cells.resting"	"V295"	0.108	1.21e-29	0.10841156
"455"	"Dendritic.cells.activated"	"V516"	-0.108394063	1.23e-29	0.108394063
"456"	"Macrophages.M1"	"V1185"	0.108347362	1.3e-29	0.108347362
"457"	"T.cells.CD4.memory.activated"	"V895"	-0.108	1.33e-29	0.108332202
"458"	"T.cells.CD8"	"V895"	-0.108	1.6e-29	0.108175108
"459"	"T.cells.CD8"	"V668"	-0.108	1.66e-29	0.108144501
"460"	"T.cells.gamma.delta"	"V360"	-0.108	1.94e-29	0.108014007
"461"	"T.cells.regulatory..Tregs."	"V1043"	-0.108	2.07e-29	0.107957926
"462"	"Mast.cells.resting"	"V1043"	-0.107934916	2.13e-29	0.107934916
"463"	"Macrophages.M0"	"V1246"	-0.107440945	3.83e-29	0.107440945
"464"	"Macrophages.M0"	"V949"	0.107306846	4.49e-29	0.107306846
"465"	"T.cells.follicular.helper"	"V482"	-0.107	4.72e-29	0.107264175
"466"	"T.cells.CD4.naive"	"V659"	0.107	5.87e-29	0.107080694
"467"	"Macrophages.M1"	"V1246"	-0.10702039	6.3e-29	0.10702039
"468"	"NK.cells.resting"	"V964"	0.107	6.41e-29	0.107005505
"469"	"T.cells.CD4.memory.activated"	"V923"	0.107	6.54e-29	0.106988954
"470"	"Macrophages.M0"	"V253"	0.106894435	7.31e-29	0.106894435
"471"	"T.cells.follicular.helper"	"V1194"	-0.107	9.94e-29	0.106632766
"472"	"Eosinophils"	"V898"	0.10662457	1e-28	0.10662457
"473"	"T.cells.regulatory..Tregs."	"V949"	0.107	1.03e-28	0.106601717
"474"	"T.cells.follicular.helper"	"V680"	0.107	1.04e-28	0.106593228
"475"	"T.cells.follicular.helper"	"V1145"	-0.106	1.19e-28	0.106477892
"476"	"Macrophages.M2"	"V1326"	-0.106442913	1.24e-28	0.106442913
"477"	"Dendritic.cells.activated"	"V1224"	-0.106394435	1.32e-28	0.106394435
"478"	"T.cells.CD4.memory.resting"	"V756"	0.106	1.36e-28	0.106367281
"479"	"T.cells.follicular.helper"	"V55"	-0.106	2.19e-28	0.105957681
"480"	"T.cells.follicular.helper"	"V1132"	-0.106	2.21e-28	0.105953012
"481"	"Macrophages.M1"	"V926"	-0.105806217	2.62e-28	0.105806217
"482"	"T.cells.CD4.memory.resting"	"V405"	0.106	2.76e-28	0.105760488
"483"	"T.cells.follicular.helper"	"V896"	0.106	3.18e-28	0.105639291
"484"	"T.cells.regulatory..Tregs."	"V1198"	0.105	4.52e-28	0.105337194
"485"	"T.cells.CD4.memory.resting"	"V898"	0.105	4.69e-28	0.105304465
"486"	"B.cells.naive"	"V1224"	-0.105	5.19e-28	0.105217317
"487"	"T.cells.CD4.memory.resting"	"V1254"	0.105	5.38e-28	0.105186495
"488"	"B.cells.naive"	"V839"	-0.105044235	6.35e-28	0.105044235
"489"	"NK.cells.resting"	"V754"	0.105	6.38e-28	0.105039472
"490"	"B.cells.memory"	"V659"	0.105	6.51e-28	0.10502227
"491"	"B.cells.memory"	"V146"	0.105	7.44e-28	0.104906364
"492"	"NK.cells.resting"	"V839"	-0.105	7.97e-28	0.104847898
"493"	"T.cells.regulatory..Tregs."	"V896"	0.105	8.67e-28	0.104774651
"494"	"Macrophages.M2"	"V8"	0.104682324	9.64e-28	0.104682324
"495"	"Dendritic.cells.activated"	"V1373"	-0.104481901	1.22e-27	0.104481901
"496"	"Dendritic.cells.activated"	"V169"	-0.104241096	1.6e-27	0.104241096
"497"	"B.cells.naive"	"V1043"	-0.104086824	1.91e-27	0.104086824
"498"	"Macrophages.M1"	"V286"	0.104081744	1.92e-27	0.104081744
"499"	"NK.cells.resting"	"V609"	-0.104	1.94e-27	0.104075097
"500"	"Mast.cells.resting"	"V964"	0.104016746	2.07e-27	0.104016746
"501"	"Dendritic.cells.activated"	"V466"	-0.10392199	2.31e-27	0.10392199
"502"	"Monocytes"	"V163"	0.103911045	2.34e-27	0.103911045
"503"	"Macrophages.M1"	"V1112"	-0.103602317	3.33e-27	0.103602317
"504"	"T.cells.CD8"	"V1064"	0.104	3.36e-27	0.103596284
"505"	"B.cells.naive"	"V630"	-0.103249177	4.98e-27	0.103249177
"506"	"Macrophages.M0"	"V1064"	-0.103174211	5.43e-27	0.103174211
"507"	"B.cells.naive"	"V1069"	-0.102918767	7.26e-27	0.102918767
"508"	"Macrophages.M0"	"V1132"	-0.102806712	8.24e-27	0.102806712
"509"	"T.cells.follicular.helper"	"V888"	-0.103	8.64e-27	0.102764243
"510"	"Macrophages.M1"	"V366"	0.102701379	9.28e-27	0.102701379
"511"	"Monocytes"	"V630"	-0.102495181	1.17e-26	0.102495181
"512"	"T.cells.regulatory..Tregs."	"V609"	-0.102	1.28e-26	0.102416475
"513"	"NK.cells.resting"	"V960"	0.102	1.55e-26	0.102245646
"514"	"T.cells.CD8"	"V1224"	0.102	1.56e-26	0.102240465
"515"	"Monocytes"	"V986"	-0.102210188	1.62e-26	0.102210188
"516"	"B.cells.naive"	"V360"	-0.101799856	2.56e-26	0.101799856
"517"	"NK.cells.activated"	"V659"	0.101777812	2.63e-26	0.101777812
"518"	"T.cells.CD4.memory.resting"	"V1145"	-0.101	3.68e-26	0.101477699
"519"	"T.cells.follicular.helper"	"V253"	0.101	4.61e-26	0.10127592
"520"	"Dendritic.cells.resting"	"V1373"	-0.101185983	5.1e-26	0.101185983
"521"	"T.cells.regulatory..Tregs."	"V1145"	-0.101	5.13e-26	0.101180593
"522"	"Mast.cells.resting"	"V291"	0.100530321	1.06e-25	0.100530321
"523"	"Mast.cells.resting"	"V896"	0.100502592	1.09e-25	0.100502592
"524"	"Dendritic.cells.activated"	"V825"	0.100457059	1.15e-25	0.100457059
"525"	"Macrophages.M0"	"V964"	0.100454762	1.15e-25	0.100454762
"526"	"NK.cells.resting"	"V567"	0.1	1.3e-25	0.100343791
"527"	"Macrophages.M0"	"V426"	-0.100260105	1.42e-25	0.100260105
"528"	"B.cells.naive"	"V373"	-0.10003483	1.83e-25	0.10003483
"529"	"T.cells.CD4.memory.resting"	"V1112"	-0.1	1.9e-25	0.100000269
"530"	"T.cells.CD8"	"V756"	0.1	2.01e-25	0.099950055
"531"	"Macrophages.M1"	"V1145"	-0.09963992	2.82e-25	0.09963992
"532"	"Dendritic.cells.resting"	"V220"	0.09956034	3.08e-25	0.09956034
"533"	"Macrophages.M1"	"V747"	-0.099344242	3.9e-25	0.099344242
"534"	"Mast.cells.resting"	"V394"	-0.099333416	3.95e-25	0.099333416
"535"	"T.cells.follicular.helper"	"V46"	0.0993	4.11e-25	0.099296559
"536"	"T.cells.follicular.helper"	"V1116"	-0.0993	4.11e-25	0.099295918
"537"	"Mast.cells.resting"	"V661"	-0.099166224	4.74e-25	0.099166224
"538"	"T.cells.regulatory..Tregs."	"V55"	-0.0991	5.24e-25	0.099075185
"539"	"B.cells.naive"	"V215"	0.099033917	5.48e-25	0.099033917
"540"	"T.cells.regulatory..Tregs."	"V291"	0.0985	1.01e-24	0.098470793
"541"	"T.cells.regulatory..Tregs."	"V252"	-0.0984	1.07e-24	0.098421633
"542"	"T.cells.CD4.memory.resting"	"V366"	0.0983	1.28e-24	0.098250429
"543"	"Macrophages.M0"	"V55"	-0.098128562	1.46e-24	0.098128562
"544"	"T.cells.regulatory..Tregs."	"V1002"	-0.098	1.62e-24	0.098038094
"545"	"Macrophages.M1"	"V8"	0.097997671	1.69e-24	0.097997671
"546"	"Macrophages.M2"	"V405"	0.097825005	2.03e-24	0.097825005
"547"	"T.cells.CD8"	"V466"	0.0977	2.22e-24	0.097744765
"548"	"NK.cells.resting"	"V253"	0.0977	2.23e-24	0.097740803
"549"	"T.cells.CD4.memory.resting"	"V1326"	-0.0977	2.36e-24	0.097684984
"550"	"T.cells.regulatory..Tregs."	"V518"	-0.0977	2.43e-24	0.097657818
"551"	"T.cells.CD8"	"V839"	-0.0977	2.45e-24	0.097650204
"552"	"T.cells.CD8"	"V426"	-0.0975	2.78e-24	0.097533177
"553"	"NK.cells.resting"	"V46"	0.0974	3.28e-24	0.097381849
"554"	"Mast.cells.resting"	"V1246"	-0.097355701	3.37e-24	0.097355701
"555"	"NK.cells.resting"	"V1170"	-0.0973	3.5e-24	0.097319701
"556"	"NK.cells.resting"	"V758"	0.0972	4.11e-24	0.097171044
"557"	"T.cells.CD8"	"V373"	-0.0969	5.32e-24	0.096929066
"558"	"Eosinophils"	"V540"	0.096900865	5.48e-24	0.096900865
"559"	"T.cells.CD4.memory.resting"	"V1032"	0.0969	5.7e-24	0.096864555
"560"	"T.cells.follicular.helper"	"V949"	0.0967	7.14e-24	0.096652792
"561"	"NK.cells.resting"	"V2"	-0.0966	7.28e-24	0.096634563
"562"	"Mast.cells.resting"	"V46"	0.096611659	7.46e-24	0.096611659
"563"	"Macrophages.M2"	"V46"	0.096531667	8.12e-24	0.096531667
"564"	"B.cells.memory"	"V986"	-0.0965	8.86e-24	0.096450161
"565"	"Dendritic.cells.activated"	"V220"	0.096384062	9.5e-24	0.096384062
"566"	"Macrophages.M0"	"V1194"	-0.096378473	9.56e-24	0.096378473
"567"	"Dendritic.cells.resting"	"V511"	0.096044174	1.36e-23	0.096044174
"568"	"T.cells.regulatory..Tregs."	"V516"	-0.096	1.46e-23	0.095979742
"569"	"Neutrophils"	"V789"	-0.095945186	1.51e-23	0.095945186
"570"	"B.cells.naive"	"V295"	0.095783866	1.79e-23	0.095783866
"571"	"NK.cells.resting"	"V668"	-0.0958	1.82e-23	0.095768254
"572"	"Macrophages.M1"	"V426"	-0.095722869	1.91e-23	0.095722869
"573"	"Macrophages.M2"	"V661"	-0.095710135	1.94e-23	0.095710135
"574"	"Dendritic.cells.resting"	"V1108"	0.095688702	1.98e-23	0.095688702
"575"	"Macrophages.M0"	"V1170"	-0.0956056	2.17e-23	0.0956056
"576"	"T.cells.follicular.helper"	"V738"	0.0956	2.27e-23	0.095560518
"577"	"Macrophages.M2"	"V747"	-0.095544956	2.31e-23	0.095544956
"578"	"T.cells.CD8"	"V1204"	-0.0955	2.45e-23	0.095488231
"579"	"NK.cells.resting"	"V1069"	-0.0954	2.67e-23	0.095405617
"580"	"NK.cells.activated"	"V833"	0.095373439	2.77e-23	0.095373439
"581"	"Macrophages.M1"	"V840"	0.095360104	2.8e-23	0.095360104
"582"	"T.cells.CD4.memory.resting"	"V1226"	0.0953	2.97e-23	0.095306894
"583"	"Macrophages.M2"	"V949"	0.095264258	3.1e-23	0.095264258
"584"	"Plasma.cells"	"V671"	0.0952	3.3e-23	0.095204705
"585"	"T.cells.CD4.memory.activated"	"V1233"	-0.0952	3.31e-23	0.095201825
"586"	"Mast.cells.resting"	"V1373"	0.095164364	3.44e-23	0.095164364
"587"	"Macrophages.M0"	"V579"	-0.095092237	3.72e-23	0.095092237
"588"	"NK.cells.resting"	"V888"	-0.0949	4.65e-23	0.09487859
"589"	"Eosinophils"	"V305"	0.094771975	5.19e-23	0.094771975
"590"	"NK.cells.resting"	"V747"	0.0946	6.21e-23	0.094600037
"591"	"T.cells.regulatory..Tregs."	"V36"	-0.0945	6.62e-23	0.094538984
"592"	"T.cells.regulatory..Tregs."	"V1170"	-0.0945	6.91e-23	0.094497866
"593"	"T.cells.gamma.delta"	"V366"	-0.0942	9.82e-23	0.094160151
"594"	"T.cells.regulatory..Tregs."	"V257"	0.0942	9.83e-23	0.094159326
"595"	"Mast.cells.activated"	"V789"	-0.093942164	1.23e-22	0.093942164
"596"	"Macrophages.M0"	"V986"	0.09381484	1.4e-22	0.09381484
"597"	"Macrophages.M0"	"V1359"	0.093794918	1.43e-22	0.093794918
"598"	"Macrophages.M0"	"V680"	0.093778551	1.46e-22	0.093778551
"599"	"Macrophages.M0"	"V1002"	-0.093739047	1.52e-22	0.093739047
"600"	"B.cells.naive"	"V747"	0.09365378	1.66e-22	0.09365378
"601"	"T.cells.CD8"	"V1205"	0.0936	1.68e-22	0.093640796
"602"	"Macrophages.M0"	"V647"	-0.093639234	1.68e-22	0.093639234
"603"	"Mast.cells.resting"	"V777"	-0.093577067	1.8e-22	0.093577067
"604"	"NK.cells.resting"	"V252"	-0.0935	1.98e-22	0.093480928
"605"	"NK.cells.resting"	"V426"	-0.0934	2.05e-22	0.093446188
"606"	"Monocytes"	"V291"	0.093367344	2.23e-22	0.093367344
"607"	"B.cells.naive"	"V738"	0.093337506	2.3e-22	0.093337506
"608"	"NK.cells.resting"	"V840"	0.0933	2.46e-22	0.093273121
"609"	"T.cells.follicular.helper"	"V579"	-0.0932	2.59e-22	0.093222901
"610"	"Monocytes"	"V116"	-0.093189597	2.68e-22	0.093189597
"611"	"T.cells.CD4.memory.resting"	"V670"	0.0932	2.7e-22	0.093180016
"612"	"Mast.cells.resting"	"V1170"	-0.093130128	2.84e-22	0.093130128
"613"	"Macrophages.M2"	"V1132"	-0.093113595	2.89e-22	0.093113595
"614"	"T.cells.CD4.memory.activated"	"V360"	-0.093	3.16e-22	0.093028409
"615"	"NK.cells.activated"	"V357"	0.0929	3.77e-22	0.092855057
"616"	"NK.cells.activated"	"V240"	0.0928	3.85e-22	0.092835531
"617"	"Macrophages.M1"	"V1195"	-0.092818657	3.91e-22	0.092818657
"618"	"Neutrophils"	"V143"	0.092791182	4.02e-22	0.092791182
"619"	"Monocytes"	"V485"	0.092713282	4.36e-22	0.092713282
"620"	"T.cells.regulatory..Tregs."	"V579"	-0.0927	4.41e-22	0.092702755
"621"	"B.cells.memory"	"V1002"	-0.0926	5e-22	0.092578036
"622"	"Macrophages.M2"	"V220"	0.092547	5.16e-22	0.092547
"623"	"Macrophages.M1"	"V609"	-0.092536738	5.22e-22	0.092536738
"624"	"T.cells.follicular.helper"	"V360"	-0.0925	5.29e-22	0.092524138
"625"	"B.cells.naive"	"V1246"	-0.0925	5.64e-22	0.092460083
"626"	"Dendritic.cells.activated"	"V888"	-0.092368176	6.2e-22	0.092368176
"627"	"B.cells.naive"	"V511"	0.092357797	6.26e-22	0.092357797
"628"	"Mast.cells.resting"	"V1326"	-0.092276658	6.8e-22	0.092276658
"629"	"Mast.cells.activated"	"V1069"	-0.092196502	7.38e-22	0.092196502
"630"	"T.cells.CD4.memory.resting"	"V1069"	-0.0921	8.17e-22	0.092096921
"631"	"T.cells.follicular.helper"	"V1254"	0.092	8.79e-22	0.092024254
"632"	"Eosinophils"	"V394"	0.092003603	8.98e-22	0.092003603
"633"	"Macrophages.M2"	"V609"	-0.091992097	9.08e-22	0.091992097
"634"	"Mast.cells.resting"	"V1185"	0.091703193	1.22e-21	0.091703193
"635"	"Mast.cells.resting"	"V747"	0.091700884	1.22e-21	0.091700884
"636"	"Macrophages.M1"	"V923"	0.091695885	1.23e-21	0.091695885
"637"	"T.cells.CD4.memory.resting"	"V291"	0.0916	1.36e-21	0.091592883
"638"	"T.cells.regulatory..Tregs."	"V1194"	-0.0915	1.46e-21	0.09152035
"639"	"Neutrophils"	"V601"	0.09148024	1.52e-21	0.09148024
"640"	"Eosinophils"	"V833"	-0.091417617	1.62e-21	0.091417617
"641"	"T.cells.CD4.memory.resting"	"V1116"	-0.0914	1.72e-21	0.091359086
"642"	"Dendritic.cells.activated"	"V1164"	0.091287368	1.85e-21	0.091287368
"643"	"T.cells.regulatory..Tregs."	"V352"	-0.0913	1.88e-21	0.091271334
"644"	"T.cells.regulatory..Tregs."	"V169"	-0.091	2.51e-21	0.090983678
"645"	"B.cells.naive"	"V458"	0.090825735	2.94e-21	0.090825735
"646"	"Mast.cells.activated"	"V1233"	-0.090802946	3.01e-21	0.090802946
"647"	"NK.cells.activated"	"V668"	-0.090797499	3.03e-21	0.090797499
"648"	"Macrophages.M1"	"V373"	-0.090789091	3.05e-21	0.090789091
"649"	"Eosinophils"	"V360"	-0.090678364	3.41e-21	0.090678364
"650"	"NK.cells.resting"	"V601"	0.0906	3.77e-21	0.090578211
"651"	"Eosinophils"	"V825"	-0.090554388	3.86e-21	0.090554388
"652"	"Macrophages.M2"	"V896"	0.090433399	4.35e-21	0.090433399
"653"	"B.cells.naive"	"V754"	0.090421621	4.4e-21	0.090421621
"654"	"NK.cells.activated"	"V143"	0.0903	5.1e-21	0.090273988
"655"	"Monocytes"	"V540"	0.090167958	5.67e-21	0.090167958
"656"	"Monocytes"	"V394"	0.090159831	5.72e-21	0.090159831
"657"	"Mast.cells.activated"	"V342"	0.090094902	6.1e-21	0.090094902
"658"	"NK.cells.resting"	"V8"	0.0901	6.19e-21	0.090079679
"659"	"T.cells.CD8"	"V898"	0.09	6.87e-21	0.089975015
"660"	"Mast.cells.activated"	"V601"	0.089963224	6.95e-21	0.089963224
"661"	"B.cells.naive"	"V1185"	0.09	7.02e-21	0.089952605
"662"	"T.cells.follicular.helper"	"V840"	0.0899	7.77e-21	0.089850273
"663"	"NK.cells.resting"	"V1132"	-0.0898	7.9e-21	0.089833394
"664"	"Macrophages.M1"	"V1366"	-0.089627484	9.69e-21	0.089627484
"665"	"NK.cells.resting"	"V522"	0.0895	1.06e-20	0.089536867
"666"	"Dendritic.cells.activated"	"V1366"	0.089532748	1.06e-20	0.089532748
"667"	"T.cells.CD8"	"V1164"	0.0894	1.18e-20	0.089429814
"668"	"T.cells.CD8"	"V1195"	-0.0893	1.32e-20	0.089314312
"669"	"NK.cells.resting"	"V146"	0.0893	1.35e-20	0.089289375
"670"	"B.cells.naive"	"V964"	0.089264479	1.39e-20	0.089264479
"671"	"Macrophages.M1"	"V630"	-0.089216103	1.45e-20	0.089216103
"672"	"NK.cells.resting"	"V523"	0.0892	1.5e-20	0.089183847
"673"	"Dendritic.cells.activated"	"V163"	-0.089101248	1.63e-20	0.089101248
"674"	"Macrophages.M1"	"V215"	0.089096069	1.64e-20	0.089096069
"675"	"T.cells.follicular.helper"	"V12"	-0.0891	1.68e-20	0.089067772
"676"	"NK.cells.activated"	"V523"	-0.089048897	1.71e-20	0.089048897
"677"	"Macrophages.M2"	"V964"	0.088943494	1.9e-20	0.088943494
"678"	"B.cells.naive"	"V169"	-0.088943291	1.9e-20	0.088943291
"679"	"Mast.cells.resting"	"V670"	-0.088910824	1.96e-20	0.088910824
"680"	"Eosinophils"	"V1069"	-0.088906574	1.97e-20	0.088906574
"681"	"Macrophages.M1"	"V964"	0.088805947	2.17e-20	0.088805947
"682"	"T.cells.CD8"	"V1185"	0.0888	2.24e-20	0.088773891
"683"	"Macrophages.M0"	"V518"	-0.088665446	2.49e-20	0.088665446
"684"	"NK.cells.resting"	"V1246"	-0.0885	2.82e-20	0.088538711
"685"	"T.cells.CD8"	"V1226"	-0.0885	2.87e-20	0.088520058
"686"	"Macrophages.M1"	"V518"	-0.088468932	3.02e-20	0.088468932
"687"	"Mast.cells.resting"	"V1145"	-0.088441156	3.1e-20	0.088441156
"688"	"B.cells.memory"	"V1275"	0.0884	3.1e-20	0.088440914
