GSM_IDENTIFIER	TYPE	TYPE_SIMPLIFIED
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_C04_698816.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_A01_436578.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_G07_241198.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E06_569536.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_D12_257692.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C03_240902.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_H10_296176.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E11_698908.CEL	Lung cancer	Lung cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_C07_779624.CEL	Lung cancer	Lung cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_B03_523472.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E02_454662.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_D09_257686.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_F10_454704.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_A05_257606.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_A03_436582.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_E05_436558.CEL	Lung cancer	Lung cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_B12_419712.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_C10_241108.CEL	Lung cancer	Lung cancer
RILLS_p_AchillesExp_Mar2011_1_HG.U133_Plus_2_C07_767802.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E11_569432.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A01_454758.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_B03_257626.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E08_240960.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_D08_241128.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A11_454762.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_B12_474708.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_B03_454592.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E07_698836.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_C10_569430.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_C12_454632.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C02_474694.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_B06_383736.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_D12_454650.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_F03_569426.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_H09_383782.CEL	Lung cancer	Lung cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_A12_587660.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_D07_257682.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_G04_296140.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_A01_474586.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_D09_569554.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_G03_296138.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_B08_296028.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C05_240906.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H01_241018.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_H05_383766.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_B11_474698.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_G08_296148.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D09_436574.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G05_698912.CEL	Lung cancer	Lung cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_F04_419796.CEL	Lung cancer	Lung cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G02_523642.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_H12_302140.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_C08_436518.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D11_436570.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_B05_383744.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_H05_454714.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_D08_454648.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_E01_241138.CEL	Lung cancer	Lung cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_A12_779714.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_D02_569406.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E03_569422.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_D12_296084.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_F11_436456.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E05_454672.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D03_240926.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_D01_569440.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_A01_569468.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A11_240870.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D11_240942.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A12_454764.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_C06_569486.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G12_569550.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E05_569520.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E07_240958.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_D10_257688.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_E03_436546.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E10_474630.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_E06_241148.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_A01_383726.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_A02_383724.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_B09_383752.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E12_569470.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_G10_436496.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_D03_383620.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_C05_296046.CEL	Lung cancer	Lung cancer
RILLS_p_AchillesExp_Mar2011_1_HG.U133_Plus_2_A12_767798.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E01_454664.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C06_240908.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_A12_436618.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_A08_383764.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_G07_436502.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_H05_241218.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_C12_241112.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_F11_454698.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_C02_296040.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E05_240954.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C12_474736.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_E03_296090.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_D07_296074.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_B11_383748.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_B12_383632.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_F08_454692.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_E09_257710.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_A10_296008.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_B03_436620.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_G12_436484.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_B02_474740.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_D01_241114.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_F11_383686.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_G11_436494.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D12_436552.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D09_240938.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H03_241022.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_C05_569446.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A10_454768.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_G01_241186.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_B10_698916.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_H01_569452.CEL	Lung cancer	Lung cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_F02_587572.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_B09_474584.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G03_569408.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G02_240996.CEL	Lung cancer	Lung cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_B02_523522.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_D02_241116.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_E04_241144.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A02_454760.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_G06_436504.CEL	Lung cancer	Lung cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_B05_523590.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_B04_302134.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_H10_569572.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_A03_383722.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_H05_436448.CEL	Lung cancer	Lung cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_A11_587596.CEL	Lung cancer	Lung cancer
RILLS_p_AchillesExp_Mar2011_1_HG.U133_Plus_2_D01_767822.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_E08_241152.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_G01_436506.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_D08_383708.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A12_240872.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_A11_474652.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E02_474726.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E04_454658.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_A04_474636.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_D11_569548.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E04_569528.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G09_569586.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_A12_569494.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_D04_383692.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_F11_698878.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_E10_436478.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E04_698784.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E08_698868.CEL	Lung cancer	Lung cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_G12_241208.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_D10_296080.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_C03_454616.CEL	Lung cancer	Lung cancer
RILLS_p_AchillesExp_Mar2011_1_HG.U133_Plus_2_B02_767868.CEL	Lung cancer	Lung cancer
RILLS_p_AchillesExp_Mar2011_1_HG.U133_Plus_2_A11_767946.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E03_454660.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_H06_436442.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_B01_296014.CEL	Lung cancer	Lung cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_A03_779760.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_C11_383604.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_F10_474668.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_H02_383622.CEL	Lymphoma	Lymphoma
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D06_436564.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_B06_474580.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_B12_454606.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_H10_523618.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_G07_454742.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_F08_474592.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C01_474756.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_H03_523604.CEL	Lymphoma	Lymphoma
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_H01_241210.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_D06_523620.CEL	Lymphoma	Lymphoma
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_E09_419778.CEL	Lymphoma	Lymphoma
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_E08_419780.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_G01_383626.CEL	Lymphoma	Lymphoma
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_G04_587730.CEL	Lymphoma	Lymphoma
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_H04_569434.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E12_523552.CEL	Lymphoma	Lymphoma
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_C02_698770.CEL	Lymphoma	Lymphoma
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_A07_296002.CEL	Lymphoma	Lymphoma
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_C01_296038.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_A06_523556.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E07_474598.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_H01_523574.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_F06_474744.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_F04_474748.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_H08_454720.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E04_523644.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_A12_383780.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C05_474628.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E06_523460.CEL	Lymphoma	Lymphoma
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G05_569418.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_D12_523594.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_C07_523466.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_A11_523508.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_A10_383756.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_G04_383646.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_G02_474760.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_G12_383614.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_A07_383728.CEL	Lymphoma	Lymphoma
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_F06_419792.CEL	Lymphoma	Lymphoma
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_H07_474624.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_H07_454718.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E11_454676.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_H02_523610.CEL	Lymphoma	Lymphoma
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D05_436566.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_C09_523624.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F09_523480.CEL	Lymphoma	Lymphoma
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_F03_436472.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_H01_383610.CEL	Lymphoma	Lymphoma
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_A05_436586.CEL	Lymphoma	Lymphoma
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_A06_436588.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_G11_383602.CEL	Lymphoma	Lymphoma
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E03_523566.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_G08_383598.CEL	Lymphoma	Lymphoma
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_B12_569522.CEL	Lymphoma	Lymphoma
CASED_p_NCLE_RNA4_HG.U133_Plus_2_F03_383718.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E12_454674.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_D01_454634.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_F04_454684.CEL	Lymphoma	Lymphoma
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_F07_436464.CEL	Lymphoma	Lymphoma
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_B09_454604.CEL	Melanoma	Melanoma
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_A08_296004.CEL	Melanoma	Melanoma
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C12_240920.CEL	Melanoma	Melanoma
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B05_240882.CEL	Melanoma	Melanoma
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_F04_436458.CEL	Melanoma	Melanoma
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_C11_698758.CEL	Melanoma	Melanoma
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_D06_241124.CEL	Melanoma	Melanoma
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_F04_296116.CEL	Melanoma	Melanoma
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_D03_569540.CEL	Melanoma	Melanoma
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_A06_296000.CEL	Melanoma	Melanoma
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_G08_587586.CEL	Melanoma	Melanoma
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G12_241016.CEL	Melanoma	Melanoma
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E01_240946.CEL	Melanoma	Melanoma
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F02_240972.CEL	Melanoma	Melanoma
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D06_240932.CEL	Melanoma	Melanoma
